S9,GVA09,S1,S6,AREA_TOT,PERIMETER,AREA,MESO_ID,S7,Area_1,covered_area,S6_S8,S3,S4,HH01,POP07,S8,S2
0.0,0.20533,0.20533,0.0,5.40632824931E7,0.38769628279,0.0047445443,2010_00118,0.0,,0.0,0.0,0.0,0.0,30.31618,123.66548,0.0,0.0
0.0,0.53358,0.53358,0.0,5.28182461731E7,0.26290881614,0.00463591551,2010_00119,0.0,,0.0,0.0,0.0,0.0,28.71715,151.29848,0.0,0.0
0.0,58.28171,1.04963,0.0,5.73936678587E7,0.31835365488,0.00503633038,2010_00120,0.0,,0.0,0.0,0.0,0.0,27.35692,56.30018,0.0,57.23208
0.0,0.16798,0.16798,0.0,4.26081062691E7,0.25159589277,0.003739072,2010_00121,0.0,,0.0,0.0,0.0,0.0,12.42479,10.78254,0.0,0.0
0.0,0.11022,0.11022,0.0,4.9483279055E7,0.27099469647,0.00434158965,2010_00122,0.0,,0.0,0.0,0.0,0.0,17.37252,76.30155,0.0,0.0
11.09756,25.10651,0.65657,10.12465,4.84221448672E7,0.31627174632,0.0042482495,2010_00123,0.0,,0.0,10.12465,0.0,3.22773,213.48279,871.61562,0.0,0.0
10.23018,129.48873,0.68847,0.03232,5.03022949649E7,0.27770402629,0.00441335032,2010_00124,91.94578,,0.0,0.03232,26.59198,0.0,226.53521,1372.30541,0.0,0.0
0.0,0.82308,0.82308,0.0,5.6896234642E7,0.34551081784,0.00499427279,2010_00125,0.0,,0.0,0.0,0.0,0.0,22.36271,78.44113,0.0,0.0
0.0,0.40928,0.40928,0.0,4.80995945986E7,0.25116818733,0.00422184992,2010_00126,0.0,,0.0,0.0,0.0,0.0,21.6565,35.86751,0.0,0.0
0.0,0.77816,0.77816,0.0,4.98213058236E7,0.28767228495,0.00437129107,2010_00127,0.0,,0.0,0.0,0.0,0.0,100.96368,123.61034,0.0,0.0
16.88012,17.56811,0.68799,0.0,4.72667916136E7,0.26022752428,0.00414679572,2010_00128,0.0,,0.0,0.0,0.0,0.0,398.7911,2410.59051,0.0,0.0
0.0,0.14744,0.14744,0.0,5.30756618468E7,0.28089483758,0.00465903919,2010_00129,0.0,,0.0,0.0,0.0,0.0,20.82173,59.30915,0.0,0.0
0.0,41.93512,0.82764,41.10748,4.46790123691E7,0.34381496695,0.00391988508,2010_00130,0.0,,0.0,41.10748,0.0,0.0,14.92046,110.3886,0.0,0.0
0.0,0.11246,0.11246,0.0,4.72230327491E7,0.26434118445,0.00414375768,2010_00131,0.0,,0.0,0.0,0.0,0.0,22.61897,283.86858,0.0,0.0
0.0,0.41159,0.41159,0.0,4.7923750952E7,0.2493869062,0.00420669073,2010_00132,0.0,,0.0,0.0,0.0,0.0,18.21002,28.55703,0.0,0.0
0.0,0.12578,0.12578,0.0,4.77046267537E7,0.24195675012,0.00418712519,2010_00133,0.0,,0.0,0.0,0.0,0.0,10.16207,27.7543,0.0,0.0
